date,name,value
1977,Suicides,0.136997
1978,Suicides,0.12846300000000002
1979,Suicides,0.125306
1980,Suicides,0.122048
1981,Suicides,0.123083
1982,Suicides,0.124445
1983,Suicides,0.123225
1984,Suicides,0.12571
1985,Suicides,0.12495099999999999
1986,Suicides,0.129777
1987,Suicides,0.12809600000000002
1988,Suicides,0.124749
1989,Suicides,0.12298599999999998
1990,Suicides,0.124984
1991,Suicides,0.122749
1992,Suicides,0.11974000000000001
1993,Suicides,0.120353
1994,Suicides,0.11889100000000001
1995,Suicides,0.11791300000000002
1996,Suicides,0.11525
1997,Suicides,0.11237899999999999
1998,Suicides,0.11114500000000001
1999,Suicides,0.10468399999999999
2000,Suicides,0.10423699999999998
2001,Suicides,0.10687999999999999
2002,Suicides,0.10934100000000001
2003,Suicides,0.107528
2004,Suicides,0.109452
2005,Suicides,0.10880899999999999
2006,Suicides,0.10947899999999999
2007,Suicides,0.112522
2008,Suicides,0.115809
2009,Suicides,0.117281
2010,Suicides,0.12067699999999999
2011,Suicides,0.123057
2012,Suicides,0.12527
2013,Suicides,0.125522
2014,Suicides,0.129245
2015,Suicides,0.132461
2016,Suicides,0.13402
2017,Suicides,0.13968599999999998
1962,Homicides & Other External Causes,0.054591999999999995
1963,Homicides & Other External Causes,0.055101
1964,Homicides & Other External Causes,0.056869
1965,Homicides & Other External Causes,0.061287
1966,Homicides & Other External Causes,0.06571
1967,Homicides & Other External Causes,0.074989
1968,Homicides & Other External Causes,0.104978
1969,Homicides & Other External Causes,0.11118399999999999
1970,Homicides & Other External Causes,0.118529
1971,Homicides & Other External Causes,0.124196
1972,Homicides & Other External Causes,0.12618900000000002
1973,Homicides & Other External Causes,0.127349
1974,Homicides & Other External Causes,0.130448
1975,Homicides & Other External Causes,0.125842
1976,Homicides & Other External Causes,0.114924
1977,Homicides & Other External Causes,0.113076
1978,Homicides & Other External Causes,0.110885
1979,Homicides & Other External Causes,0.11630499999999999
1980,Homicides & Other External Causes,0.120941
1981,Homicides & Other External Causes,0.11635799999999999
1982,Homicides & Other External Causes,0.10727
1983,Homicides & Other External Causes,0.096568
1984,Homicides & Other External Causes,0.093365
1985,Homicides & Other External Causes,0.091807
1986,Homicides & Other External Causes,0.098314
1987,Homicides & Other External Causes,0.09449400000000001
1988,Homicides & Other External Causes,0.09689400000000001
1989,Homicides & Other External Causes,0.098617
1990,Homicides & Other External Causes,0.10435699999999999
1991,Homicides & Other External Causes,0.109804
1992,Homicides & Other External Causes,0.10654200000000001
1993,Homicides & Other External Causes,0.109556
1994,Homicides & Other External Causes,0.10488900000000001
1995,Homicides & Other External Causes,0.096235
1996,Homicides & Other External Causes,0.08914
1997,Homicides & Other External Causes,0.085062
1998,Homicides & Other External Causes,0.07888400000000001
1999,Homicides & Other External Causes,0.09063600000000001
2000,Homicides & Other External Causes,0.089816
2001,Homicides & Other External Causes,0.093027
2002,Homicides & Other External Causes,0.094736
2003,Homicides & Other External Causes,0.09527100000000001
2004,Homicides & Other External Causes,0.092784
2005,Homicides & Other External Causes,0.09336
2006,Homicides & Other External Causes,0.09504800000000001
2007,Homicides & Other External Causes,0.094726
2008,Homicides & Other External Causes,0.091059
2009,Homicides & Other External Causes,0.086384
2010,Homicides & Other External Causes,0.08301900000000001
2011,Homicides & Other External Causes,0.08272
2012,Homicides & Other External Causes,0.083913
2013,Homicides & Other External Causes,0.081079
2014,Homicides & Other External Causes,0.078752
2015,Homicides & Other External Causes,0.08578200000000001
2016,Homicides & Other External Causes,0.09513200000000001
2017,Homicides & Other External Causes,0.09839500000000001
1962,All Other Causes of Death,1.728341
1963,All Other Causes of Death,1.742809
1964,All Other Causes of Death,1.728791
1965,All Other Causes of Death,1.6905119999999998
1966,All Other Causes of Death,1.6728060000000002
1967,All Other Causes of Death,1.6258059999999999
1968,All Other Causes of Death,1.6984150000000002
1969,All Other Causes of Death,1.674993
1970,All Other Causes of Death,1.6015110000000001
1971,All Other Causes of Death,1.571479
1972,All Other Causes of Death,1.551557
1973,All Other Causes of Death,1.5372290000000002
1974,All Other Causes of Death,1.498634
1975,All Other Causes of Death,1.419956
1976,All Other Causes of Death,1.402312
1977,All Other Causes of Death,1.387593
1978,All Other Causes of Death,1.367372
1979,All Other Causes of Death,1.243298
1980,All Other Causes of Death,1.286219
1981,All Other Causes of Death,1.252589
1982,All Other Causes of Death,1.231929
1983,All Other Causes of Death,1.258368
1984,All Other Causes of Death,1.2738049999999999
1985,All Other Causes of Death,1.3238020000000001
1986,All Other Causes of Death,1.3470010000000001
1987,All Other Causes of Death,1.325545
1988,All Other Causes of Death,1.343273
1989,All Other Causes of Death,1.309949
1990,All Other Causes of Death,1.281424
1991,All Other Causes of Death,1.2573450000000002
1992,All Other Causes of Death,1.235558
1993,All Other Causes of Death,1.288743
1994,All Other Causes of Death,1.292101
1995,All Other Causes of Death,1.314393
1996,All Other Causes of Death,1.322549
1997,All Other Causes of Death,1.341689
1998,All Other Causes of Death,1.363181
1999,All Other Causes of Death,1.457202
2000,All Other Causes of Death,1.5030940000000002
2001,All Other Causes of Death,1.538562
2002,All Other Causes of Death,1.5595569999999999
2003,All Other Causes of Death,1.582389
2004,All Other Causes of Death,1.557604
2005,All Other Causes of Death,1.621191
2006,All Other Causes of Death,1.638553
2007,All Other Causes of Death,1.6261079999999999
2008,All Other Causes of Death,1.6799099999999998
2009,All Other Causes of Death,1.640839
2010,All Other Causes of Death,1.672402
2011,All Other Causes of Death,1.7025709999999998
2012,All Other Causes of Death,1.712418
2013,All Other Causes of Death,1.7203119999999998
2014,All Other Causes of Death,1.707686
2015,All Other Causes of Death,1.7238060000000002
2016,All Other Causes of Death,1.720961
2017,All Other Causes of Death,1.73557
1962,AIDS,0.0
1963,AIDS,0.0
1964,AIDS,0.0
1965,AIDS,0.0
1966,AIDS,0.0
1967,AIDS,0.0
1968,AIDS,0.0
1969,AIDS,0.0
1970,AIDS,0.0
1971,AIDS,0.0
1972,AIDS,0.0
1973,AIDS,0.0
1974,AIDS,0.0
1975,AIDS,0.0
1976,AIDS,0.0
1977,AIDS,0.0
1978,AIDS,0.0
1979,AIDS,0.0
1980,AIDS,0.0
1981,AIDS,0.0
1982,AIDS,0.0
1983,AIDS,0.0
1984,AIDS,0.0
1985,AIDS,0.0
1986,AIDS,0.0
1987,AIDS,0.05631900000000001
1988,AIDS,0.0686
1989,AIDS,0.090111
1990,AIDS,0.10198099999999999
1991,AIDS,0.11711600000000001
1992,AIDS,0.131019
1993,AIDS,0.143316
1994,AIDS,0.159902
1995,AIDS,0.161368
1996,AIDS,0.115033
1997,AIDS,0.060309
1998,AIDS,0.048626
1999,AIDS,0.053126
2000,AIDS,0.051523
2001,AIDS,0.049783999999999995
2002,AIDS,0.049152
2003,AIDS,0.047227
2004,AIDS,0.04465
2005,AIDS,0.042285
2006,AIDS,0.040255
2007,AIDS,0.037082
2008,AIDS,0.033104
2009,AIDS,0.029894
2010,AIDS,0.026118000000000002
2011,AIDS,0.023633
2012,AIDS,0.021841
2013,AIDS,0.020822999999999998
2014,AIDS,0.019869
2015,AIDS,0.018756000000000002
2016,AIDS,0.017655
2017,AIDS,0.016053
